"Type.1","Type.2","sample.ID","n","avg.dp17O","avg.dp18O","avg.D17O","sd.dp17O","sd.dp18O","sd.D17O"
"Water","Peru2019","PE19-PUM-P019","4","-7.69671258948486","-14.6696371134644","48.8558064243689","0.262294682301063","0.469377626854015","34.8591503288253"
"Water","Peru2019","PE19-JUN-S107","2","-7.58046525445964","-14.4304697235499","38.8227595747166","0.0220842721761923","0.0474742915987445","2.98215378791112"
"Water","Peru2019","PE19-MEH-S111","2","-7.22710858156317","-13.7512257852741","33.5386330615446","0.0566698345420176","0.130971009207685","12.4828583196642"
"Water","Peru2019","PE19-YAN-S140","4","-4.84684079535796","-9.1892851381086","5.10175756338271","0.166073684810075","0.316208094690982","2.17685081275936"
"Carbonate","Bear Lake Core","BL00-1E-800-T719","3","13.4467444929617","25.7094976280665","-127.870254657439","0.440183109604107","0.836090693696949","4.68764866892549"
"Carbonate","Bear Lake Core","BL00-1E-715-T719","3","11.7847863382599","22.5267769364483","-109.351884184836","0.0850027154233418","0.179913661742798","10.6676501729376"
"Carbonate","Bear Lake Core","BL00-1E-550-T719","2","13.6427119294934","26.0868025138185","-131.11979780282","0.098517892812814","0.182330890633316","2.24718255846113"
"Carbonate","Bear Lake Core","BL00-1E-970A-T719","2","10.3878029724697","19.8660183818465","-101.454733145241","0.0334146977643901","0.0665182753955089","1.70695164439255"
"Carbonate","Bear Lake Core","BL00-1E-1320A-T719","2","11.4754734178298","21.9501793213775","-114.221263857544","0.0568904194391219","0.116747903884435","4.75247381189368"
"Carbonate","Bear Lake Core","BL00-1E-80-T719","3","14.1266189090142","27.0067403286868","-132.939984532413","0.183064340368985","0.350664215790693","3.85932111605928"
"CarbonateStd","CME","CME","1","12.989659128612","24.8171907176101","-113.817570286132",NA,NA,NA
"Carbonate","Ian's Samples","PLC4","1","15.1038294544746","28.8611413384431","-134.853172223362",NA,NA,NA
"Carbonate","Ian's Samples","PLC4-g1","1","14.2270830003167","27.2163264554003","-143.137368134705",NA,NA,NA
"Carbonate","Ian's Samples","WLC-B-g1","2","14.4623867472923","27.6631708391696","-143.767455789227","0.61800564026314","1.18167791628449","5.92029953511232"
"Carbonate","Ian's Samples","OPL-A","2","11.8095700885968","22.5130850128812","-77.3387982044664","0.494601990827228","0.962731543133237","13.7202639470793"
"Carbonate","Ian's Samples","OLC-B1","2","12.437270283388","23.7080261802097","-80.5675397626971","0.153901566211738","0.269002455196748","11.8682698678934"
"Carbonate","Ian's Samples","P-GSF-1-g-1","1","14.0293761305502","26.8163731352145","-129.66888484306",NA,NA,NA
"Carbonate","Ian's Samples","P-GSF-1-g","1","12.6245861312405","24.1187121759876","-110.093897680963",NA,NA,NA
"Carbonate","Atacama","OQ15.3-A","1","13.6097029815465","26.0294473276839","-133.845207470559",NA,NA,NA
"Carbonate","Atacama","SDT13.4-A","1","12.4920951466708","23.9103392833061","-132.563994914818",NA,NA,NA
"Carbonate","Atacama","OQ11-A","1","14.9628181665042","28.6002861650198","-138.132928626236",NA,NA,NA
"Carbonate","Peru2019","PE19-JUN-C163","1","10.1601791658033","19.4326588206231","-100.264691485653",NA,NA,NA
"Carbonate","Peru2019","PE19-MEH-C117","2","8.95936199503692","17.1471761236147","-94.3469982316763","0.434869333147658","0.831625651242356","4.22901070831852"
"Carbonate","Peru2019","PE19-PUM-C007","2","8.814782644642","16.8467390556777","-80.2955767557889","0.0409109652017221","0.0881113576281969","5.61183162599133"
"Carbonate","Peru2019","PE19-YAN-C156","2","10.729379980614","20.5158633003166","-102.995841953181","0.219779103108333","0.423797340369645","3.98589260684864"
"Carbonate","Peru2019","PE19-YAN-C158","2","9.27552048384894","17.7613987071515","-102.498033527078","0.282343869015498","0.544296044379203","5.04444241670463"
"Carbonate","Peru2019","PE19-JUN-C094","1","8.8098506198486","16.8354780718248","-79.2818020748902",NA,NA,NA
"Carbonate","Atacama","PDJ 4055b 115a","1","12.8192634750933","24.4857099174572","-109.191361324162",NA,NA,NA
"Carbonate","Peru2019","PE19-PUM-C008","1","8.70803250678368","16.6472125427743","-81.6957158011461",NA,NA,NA
"Carbonate","Peru2019","PE19-MEH-C122","2","9.41310450700663","17.9925481132869","-86.9608968088609","0.328306360902641","0.613348822109628","4.45818282872292"
"Carbonate","Peru2019","PE19-YAN-C145A","2","9.17549926417122","17.5585850844884","-95.4336604386746","0.486668822663678","0.902442667203402","10.179094380278"
"Carbonate","Peru2019","PE19-PUM-C021","2","8.82415956954682","16.8792282700206","-88.0729570240403","0.0807808707289156","0.152863103984762","0.0691518249701212"
"Carbonate","Peru2019","PE19-PUM-C133A","2","9.18139292252739","17.5433179363176","-81.4789478483276","0.069185761195343","0.123973902192889","3.72754083748971"
"Water","Peru2019","PE19-YAN-L141","2","-6.17005813348658","-11.7395032206189","28.3995670002235","0.0095268761969176","0.0257174346020759","4.05192927299607"
"Water","Peru2019","PE19-JUN-L090","2","-6.45649035473233","-12.2830348373224","28.9520393738721","0.112116999778927","0.219490081377688","3.77376318846667"
"Water","Peru2019","PE19-CAR-S028","2","-7.81128318592469","-14.8485039953964","28.7269236446193","0.0183708709996563","0.0188797966031364","8.40233839320474"
"Carbonate","Bear Lake Core","BL00-1E-860-T719","1","12.1063087784817","23.1396874609667","-111.446200908713",NA,NA,NA
"Carbonate","Bear Lake Core","BL00-1E-660-T719","2","12.7046273383553","24.3005181524499","-126.046246138324","0.499969478643823","0.932236794231145","7.74845128981524"
"Carbonate","Bear Lake Core","BL00-1E-320-T719","2","13.4089360554126","25.6339355487987","-125.781914353071","0.181821769515644","0.354934494090134","5.58364336397078"
"Carbonate","Bear Lake Core","BL00-1E-1500A-T719","4","11.8857511256372","22.7120240992016","-106.197598741248","0.284812453494407","0.5457583096396","4.65554978963783"
"CarbonateStd","IAEA-C1","IAEA-C1","99","14.6943837945157","28.0204517009907","-100.414703607382","0.579953846024629","1.09251520653477","9.37263616602386"
"Carbonate","Bear Lake Core","BL001-E-1300A-T719","1","11.6211588671507","22.1903485507631","-95.3451676521603",NA,NA,NA
"Carbonate","Bear Lake Core","BL001-E-1245A-T719","1","12.0003069704545","22.9241096083417","-103.622902749946",NA,NA,NA
"Carbonate","Bear Lake Core","BL00-1E-1245A-T719","1","11.8420459286782","22.6185294269954","-100.537608775391",NA,NA,NA
"Carbonate","Bear Lake Core","BL00-1E-1080A-T719","4","11.1871034122787","21.377626085582","-100.283160908623","0.989410644881662","1.88183106388339","4.76354036717047"
"Carbonate","Bear Lake Core","BL00-1E-1060A-T719","2","12.0789493907009","23.0842953519537","-109.558555130704","0.0912749326934715","0.180242888627206","3.89331250166049"
"Carbonate","GREECO","GRF16-1A-191Q-3-7","2","15.3038355650682","29.192654156063","-109.885829333144","0.267991650505126","0.513171957529453","2.96314307048164"
"Carbonate","GREECO","GRF16-1A-219Q-4-18","2","14.405295526403","27.5162509396521","-123.284969733305","0.107665328555258","0.227855989415402","12.6426338560916"
"Carbonate","GREECO","GRF16-1A-167Q-5-30","1","13.4408919087556","25.6720760798676","-113.964261414529",NA,NA,NA
"Carbonate","GREECO","GRF16-1A-178Q-4-8","2","13.8163039010703","26.3923473972887","-118.8555246981","0.550149912925204","1.03954937327765","1.26784383455302"
"Carbonate","GREECO","GRF16-1A-186Q-3-17","2","15.1948245346833","28.9959144247675","-115.018281593924","0.182148893084538","0.342377453018839","1.3735978905819"
"Carbonate","GREECO","GRF16-1A-191Q-2-18","2","14.699223286635","28.0632536057964","-118.174617225608","0.447515358798076","0.87520509190985","14.5929297303419"
"Carbonate","GREECO","GRF16-1A-228Q-3-13","2","15.4692919212679","29.5064080972065","-110.091554057137","0.192975659075741","0.369130457477028","1.9252224721097"
"Carbonate","GREECO","GRF16-1A-204Q-2-53","2","15.7588364888396","30.0659128331168","-115.965487046121","0.203232375444208","0.369274420830385","8.25548124576741"
"Carbonate","GREECO","GRF16-1A-233Q-3-38","2","14.4230043577088","27.5174908782923","-106.23082602953","0.317629916079883","0.605235968082868","1.93467506782486"
"Carbonate","GREECO","GRF16-1A-219Q-1-11","3","14.9496684159214","28.5877221582455","-144.648883632262","0.342738791611325","0.649894341314102","2.88975854887964"
"Carbonate","GREECO","GRF16-1A-163Q-1-34","4","14.7354689875267","28.1321581351984","-118.310507858037","0.653581657526203","1.23023988649713","8.02806787701776"
"Carbonate","GREECO","GRF16-1A-218Q-5-14","5","14.6693062575515","28.0014964586938","-115.483872638775","0.54027961452685","1.01424590190121","5.93829581595682"
"Carbonate","GREECO","GRF16-1A-190Q-4-56.5","2","14.7940183176981","28.2281772590726","-110.459275092184","0.778032602736572","1.45988180152923","7.21501152909826"
"Carbonate","GREECO","GRF16-1A-200Q-5-13.5","6","14.7087284527142","28.121505555891","-139.426480796245","1.06020173592934","2.01086428445475","5.61262318200389"
"CarbonateStd","Reagent Carbonate","Reagent Carbonate","4","12.2820124316357","23.4255557695626","-86.6810146934028","0.660884883590773","1.25899063830174","10.7240417497002"
"Carbonate","Speleothem","SC4-2-17O-01","2","12.1620499404962","23.1662425625214","-69.7261325151457","0.230255461149009","0.407432112662832","15.1313056630314"
"Carbonate","Speleothem","SC4-2-17O-02","2","10.9147431718","20.7923633163525","-63.6246592341349","1.04889956576435","2.0186785583849","16.9627130628838"
"Carbonate","Speleothem","SC4-2-17O-03","1","11.2256184131095","21.406873024829","-77.21054400018",NA,NA,NA
"WaterStd","House DI","House DI","74","-3.35898420975393","-6.39605716892298","18.1339754374108","0.478419292175111","0.907108568785782","9.10238635674165"
"Carbonate","Speleothem","SC4-2-17O-05","2","12.3139744266463","23.4758768212249","-81.2885349604929","0.0330820895258515","0.0707379522257102","4.26754924932992"
"Carbonate","GREECO","GRF16-1A-186Q-5-29","3","15.4231836435665","29.4494667602872","-126.13480586507","0.428925454081178","0.792035241196343","11.061171124489"
"Carbonate","GREECO","GRF16-1A-217Q-4-23.5","1","15.4730172403953","29.5397337281975","-123.962168093006",NA,NA,NA
"Carbonate","GREECO","GRF16-1A-190Q-4-44.5","3","14.1978829245716","27.1153327602455","-119.012772837948","0.742765704384159","1.40073864245917","9.59145362416605"
"Carbonate","GREECO","GRF16-1A-234Q-1-42","2","13.0604851269329","24.90822459297","-91.0574581552724","0.216906943510752","0.391017259249219","10.4498306271292"
