"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","33.mismatch.R2","34.mismatch.R2","d.18O.prelim"
26,"4726","ksa","Carbonate","Tyler's Samples","UT21-016-6-5-6",2,"3",2023-04-12 12:06:52,"Data_2567","IPL-17O-4726","Data_2567 IPL-17O-4726 UT21-016-6-5-6-R26-3",0,0,0,,2.5,14.1714956266116,14.0720182273125,0.00502157510505249,27.4032905315892,27.0345417675533,0.00170792592726882,-0.202219825955598,0.00505435220251493,3.83202576127051,0.00497038018910502,6.96196268900242,0.00167394484687746,7.06964616707065,0.14385984913372,261.55369276715,0.0924429438621888,8.36047790641605e-05,0.000205693898472509,27.7366141382499
26,"4727","ksa","Carbonate","Tyler's Samples","UT21-016-6-16-17",1,"1",2023-04-12 15:02:29,"Data_2568","IPL-17O-4727","Data_2568 IPL-17O-4727 UT21-016-6-16-17-R26-1",0,0,0,,2.5,14.9480097171863,14.8373889224392,0.00401998627508921,28.8925647855686,28.4830439698769,0.00130494565107457,-0.201658293655841,0.00401670845465202,4.60062329722489,0.00397900254883286,8.42160618011233,0.00127898231017616,9.64750412069509,0.124481235325303,323.436252877321,0.064363899562635,0.011162877253685,0.0102278647573273,29.2205728589756
26,"4728","ksa","Carbonate","Tyler's Samples","UT21-016-6-16-17",1,"2",2023-04-12 17:35:42,"Data_2569","IPL-17O-4728","Data_2569 IPL-17O-4728 UT21-016-6-16-17-R26-2",0,0,0,,2.5,15.0372590139932,14.9253196195985,0.00557661445274569,29.0575040952526,28.6433387305496,0.00136742661213799,-0.198363230131664,0.00550877762430928,4.68896269820177,0.00551976091531717,8.58326383931452,0.00134022014323118,10.3782780354926,0.142229140966455,334.857937718341,0.0845381606405466,0.0774208953501098,0.0736623181555137,29.3847880970291
26,"4729","ksa","Carbonate","Tyler's Samples","UT21-016-6-16-17",1,"3",2023-04-17 11:57:40,"Data_2570","IPL-17O-4729","Data_2570 IPL-17O-4729 UT21-016-6-16-17-R26-3",0,0,0,,2.5,14.8068068018668,14.6982556123756,0.00580709004891459,28.6482370098767,28.2455490119897,0.00142440013264182,-0.215394265954926,0.00583070720529368,4.46085994443904,0.00574788681472214,8.1821395764743,0.00139606011236165,10.2041127444907,0.142599096693822,270.30697797491,0.138370833792152,0.0725368401683124,0.0743182515419541,28.9772680941315
26,"4730","ksa","Carbonate","Tyler's Samples","UT21-016-6-1-2",2,"4",2023-04-17 14:44:33,"Data_2571","IPL-17O-4730","Data_2571 IPL-17O-4730 UT21-016-6-1-2-R26-4",0,0,0,,2.5,14.1655407368242,14.0661466763144,0.00418795647911272,27.3812543743385,27.0130931439183,0.00159504278425531,-0.196766503674467,0.00409618182829104,3.8261315815344,0.00414526029804005,6.94036496553807,0.00156330763918149,8.7118002409846,0.130097038133268,326.827498977759,0.100375883462723,0.0151617553549196,0.0169736253883441,27.7146400911767
26,"4731","ksa","Carbonate","Tyler's Samples","UT21-016-6-3-4",2,"4",2023-04-17 17:22:53,"Data_2572","IPL-17O-4731","Data_2572 IPL-17O-4731 UT21-016-6-3-4-R26-4",0,0,0,,2.5,14.46522516523,14.3616013234734,0.00546636792686017,27.9377678673822,27.5546280720639,0.00136687717640796,-0.187242298576355,0.00545427613220601,4.12276072971395,0.00541063835183483,7.4858060054712,0.00133968163913444,9.86623313242482,0.126369037618345,203.705736786751,0.0648861933559463,0.000100838122269917,0.000385383970390591,28.2694371877697
26,"4732","ksa","Carbonate","Tyler's Samples","UT21-016-6-5-6",3,"4",2023-04-24 12:22:49,"Data_2573","IPL-17O-4732","Data_2573 IPL-17O-4732 UT21-016-6-5-6-R26-4",0,1,0,"weeklong gap in analysis value is different from previous replicates",2.5,14.2970914891261,14.1958513259999,0.00545557752841931,27.6790391940319,27.3028995738827,0.00118304612801551,-0.220079649010136,0.00539870293309683,3.95634117502336,0.00539995796142076,7.23222502600403,0.00115950811331797,6.29382746029311,0.226997568640186,250.39818693491,0.174122681145538,0.0103528163569219,0.0109954116072644,28.0115447692293
26,"4733","ksa","CarbonateStd","IAEA-C1","IAEA-C1",5,"16",2023-04-27 11:55:56,"Data_2574","IPL-17O-4733","Data_2574 IPL-17O-4733 IAEA-C1-R26-16",1,1,0,"Fe catalyst changed before",2.5,16.7776321646658,16.638442016661,0.00442897931828153,32.4663609210586,31.9504650582638,0.00152073877620984,-0.231403534102286,0.00457380271959792,6.4115927592456,0.0043838259113943,11.9242976781913,0.0014904819917759,12.9890873813748,0.163779742299986,230.862327899959,0.145480752958681,0.00756840288164603,0.00705326428545987,32.7726563271012
26,"4735","ksa","CarbonateStd","IAEA-C1","IAEA-C1",5,"18",2023-04-28 13:48:44,"Data_2576","IPL-17O-4735","Data_2576 IPL-17O-4735 IAEA-C1-R26-18",0,0,0,"Fe catalyst changed before",2.5,17.27544935714,17.1279250783412,0.00404600990111881,33.4074989899582,32.8615933886198,0.00202514165803199,-0.222996230850016,0.0038339874135797,6.90433470963086,0.00400476086421826,12.8467107614998,0.00198484921889074,14.9110868284656,0.161478845085116,218.424467988257,0.0762104903860103,0.00103822358848598,0.000863326224310773,33.7059814301785
26,"4736","jrk","WaterStd","SMOW","SMOW",3,"9",2023-05-02 12:32:27,"Data_2579","IPL-17O-4736","Data_2579 IPL-17O-4736 VSMOW-B7-R26-9",0,1,0,"several issues - forgot to prime, autoIT closed the sample and ref gas bellow valves during block 36 or so during analysis",2.5,0.916577660635687,0.916157265998807,0.00559572156574876,1.83276224374352,1.83108405845196,0.00619208915205678,-0.0506551168638283,0.00557699125054636,-9.28655562726753,0.00553080325551745,-18.0998115811589,0.00606889067142565,-31.4808032868387,0.235548654843926,368.096311803891,0.103128446412422,0.0211895492489332,0.021557326949348,1.90772569573244
