"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,12,6
-55.5,0,0,0,10,16
NA,NA,NA,NA,NA,NA
-2.27,12,9,-3,6,2
-29.83,20,25,5,6,7
-19.8,40,27,-13,2,4
-2.23,26,29,3,8,6
-50.55,NA,9,NA,5,13
-4.95,NA,-23,NA,4,7
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
