"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,13,9
-55.5,0,0,0,9,20
NA,NA,NA,NA,NA,NA
-2.27,12,11,-1,7,9
-29.83,20,38,18,1,NA
-19.8,40,47,7,1,NA
-2.23,26,34,8,2,2
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,3,12
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-124,-24,7,12
-2.2,-155,-168,-13,6,7
NA,NA,NA,NA,NA,NA
