"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,16,19
-55.5,0,0,0,13,13
24.74,25,5,-20,2,14
-2.27,12,29,17,3,20
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,44,18,3,20
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-45,22,2,6
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-50,-2,2,1
-2.2,-102,-68,34,2,21
NA,NA,NA,NA,NA,NA
