"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,5,16
-55.5,0,0,0,5,10
NA,NA,NA,NA,NA,NA
-2.27,12,26,14,3,14
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,46,20,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
