"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,6
-55.5,0,0,0,10,21
NA,NA,NA,NA,NA,NA
-2.27,12,8,-4,2,7
NA,NA,NA,NA,NA,NA
-19.8,40,37,-3,2,1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-97,-30,7,15
NA,NA,NA,NA,NA,NA
NA,NA,-244,NA,4,27
-23.2,-48,-66,-18,4,33
-2.2,-102,-106,-4,4,36
NA,NA,NA,NA,NA,NA
