"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,22
-55.5,0,0,0,7,22
24.74,25,95,70,2,17
-2.27,12,28,16,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-87,-20,3,16
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-104,-56,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
