"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,6,10
-55.5,0,0,0,4,8
NA,NA,NA,NA,NA,NA
-2.27,12,22,10,6,4
NA,NA,NA,NA,NA,NA
-19.8,40,45,5,3,3
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,2,1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.2,-155,-149,6,4,4
NA,NA,NA,NA,NA,NA
