"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,6
-55.5,0,0,0,10,17
NA,NA,NA,NA,NA,NA
-2.27,12,12,0,16,8
NA,NA,NA,NA,NA,NA
-19.8,40,36,-4,13,7
-2.23,26,33,7,4,9
-50.55,NA,12,NA,19,8
-4.95,NA,-8,NA,20,6
NA,-67,-70,-3,3,4
-2.32,-100,-100,0,4,8
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.2,-102,-107,-5,3,8
NA,NA,NA,NA,NA,NA
