"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,10,7
-55.5,0,0,0,10,11
NA,NA,NA,NA,NA,NA
-2.27,12,9,-3,4,13
NA,NA,NA,NA,NA,NA
-19.8,40,28,-12,4,8
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-4.95,NA,-13,NA,4,5
NA,-67,-69,-2,5,11
-2.32,-100,-103,-3,6,8
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-100,-94,6,3,7
