"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","X33.mismatch.R2","X34.mismatch.R2","d.18O.prelim","test.d.18O.prelim","flag.d18O","flag","reactor.segment","d33.smow_ref","d34.smow_ref","d17O.slap","d18O.slap","dp17O.final","dp18O.final","D17O.final","D17O.per.meg"
"848-880",854,NA,"Water","leaf water","Mpala leaf",1,3,"2013-02-27 00:00:00",NA,"JHU-17O-854",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, 64, replicate.set, NA, project, Mpala, flag_normalize, 0, flag notes, NA, comments, 26000 28peak (flushed v6 last nigh), O2.yield, 345, O2.resid, 80, comments, 26000 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.491768115942,0.0304250017775321,-23.8893043478261,0.016884821192443,NA,NA,NA,NA,-12.4821170070544,-23.8835084417395,-23.8893043478261,3.3768695652174,0,0,1,5.61449082275756,10.8768150257039,5.77082037779216,11.1754666199307,5.75423297854877,11.1134824665434,-0.113685763786159,-113.685763786159
"848-880",855,NA,"Water","leaf water","Mpala leaf",1,4,"2013-02-27 00:00:00",NA,"JHU-17O-855",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, 58, replicate.set, NA, project, Mpala, flag_normalize, 0, flag notes, NA, comments, 26000 28peak (flushed v6 last nigh), O2.yield, 369, O2.resid, 89, comments, 26000 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.175347826087,0.020299106099528,-19.5018985507246,0.0100778512642333,NA,NA,NA,NA,-10.175347826087,-19.5019947732261,-19.5018985507246,4.3874057971015,0,0,1,7.97338337180475,15.4204869864296,8.19539379340561,15.8438970574263,8.16199391305409,15.7196927232277,-0.13800384481015,-138.00384481015
"848-880",857,NA,"Water","river","Mpala surface",1,2,"2013-02-27 00:00:00",NA,"JHU-17O-857",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, W78, replicate.set, NA, project, Mpala, flag_normalize, 0, flag notes, NA, comments, 11800 28peak (flushed v6 last nigh), O2.yield, 337, O2.resid, 93, comments, 11800 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.3092463768116,0.0176422002405174,-33.1279710144928,0.0118022567813172,NA,NA,NA,NA,-17.3074891905524,-33.1266102574911,-33.1279710144928,0.949043478260897,0,0,1,0.708682656367587,1.30909491293085,0.728415174921474,1.34503956049699,0.728150009347137,1.3441358050878,0.0184463042607811,18.4463042607811
"848-880",858,NA,"Water","precipitaiton","OR ppt",1,1,"2013-02-27 00:00:00",NA,"JHU-17O-858",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0330, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 10370 28peak (flushed v6 last nigh), O2.yield, 361, O2.resid, 94, comments, 10370 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1364202898551,0.0237247734738465,-36.5310289855072,0.0132620322886897,NA,NA,NA,NA,-19.1357784292732,-36.5305281464509,-36.5310289855072,3.4030579710144,0,0,1,-1.15199303714453,-2.21516972058844,-1.18406906408713,-2.27599303761399,-1.18477062771588,-2.27858704647908,0.0183233328250731,18.3233328250731
"848-880",859,NA,"Water","precipitaiton","NC35, 8/26/97",1,1,"2013-02-28 00:00:00",NA,"JHU-17O-859",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NQ9136, replicate.set, NA, project, USNIP, flag_normalize, 0, flag notes, NA, comments, 10370 28peak (flushed v6 last nigh), O2.yield, 344, O2.resid, 73, comments, 10370 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.7348550724638,0.0190210992463315,-37.6735797101449,0.00942369634782046,NA,NA,NA,NA,-19.7348550724638,-37.6749530121177,-37.6735797101449,1.1425507246377,0,0,1,-1.74247851777265,-3.35887926547396,-1.79099598800105,-3.45110613934086,-1.79260173886421,-3.45707494273941,0.0327338309021981,32.7338309021981
"848-880",860,NA,"WaterStd","SMOW","SMOW",2,3,"2013-02-28 00:00:00",NA,"JHU-17O-860",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW-2-201, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, 10000 28peak (flushed v6 last nigh), O2.yield, 346, O2.resid, 85, comments, 10000 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0237826086957,0.0298293526803704,-34.4303478260869,0.0139334828285686,NA,NA,NA,NA,-18.0154989869133,-34.426247503654,-34.4303478260869,3.243231884058,0,0,1,0,2.22044604925031e-13,0,2.28141424177139e-13,0,2.22044604925031e-13,-1.17239551400417e-13,-1.17239551400417e-10
"848-880",862,NA,"Water","precipitaiton","OR ppt",2,3,"2013-02-28 00:00:00",NA,"JHU-17O-862",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0074, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 5100 28peak (flushed v6 last nigh), O2.yield, 365, O2.resid, 90, comments, 5100 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.8383768115942,0.0238913603934411,-41.605884057971,0.0148863698335128,NA,NA,NA,NA,-21.8407522825268,-41.6070509878601,-41.605884057971,2.1316811594203,0,0,1,-3.88460956114822,-7.43140198713654,-3.99277240322038,-7.63545069492038,-4.00076480059527,-7.66474998605855,0.0462231920436444,46.2231920436444
"848-880",863,NA,"Water","precipitaiton","OR ppt",2,4,"2013-02-28 00:00:00",NA,"JHU-17O-863",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0199, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 11500 28peak (flushed v6 last nigh), O2.yield, 345, O2.resid, 84, comments, 11500 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.7540724637681,0.018602117874823,-43.2584202898551,0.00996081410135809,NA,NA,NA,NA,-22.7540724637681,-43.2584202898551,-43.2584202898551,1.65253623188411,0,0,1,-4.81711244253835,-9.14286446751134,-4.95123984045684,-9.39390588382385,-4.96353783878867,-9.43830690246882,0.0198882057148655,19.8882057148655
"848-880",864,NA,"Water","precipitaiton","OR ppt",2,5,"2013-02-28 00:00:00",NA,"JHU-17O-864",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0020, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 10100 28peak (flushed v6 last nigh), O2.yield, 332, O2.resid, 99, comments, 10100 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.1241739130435,0.0219095443355703,-45.8514492753623,0.00855352736299624,NA,NA,NA,NA,-24.1240100245769,-45.8514492753623,-45.8514492753623,2.5930289855072,0,0,1,-6.21236155856597,-11.8283558555942,-6.38533819150091,-12.1531345086288,-6.40581166330565,-12.2275876890811,0.0503546365291738,50.3546365291738
"848-880",865,NA,"Water","precipitaiton","OR ppt",2,6,"2013-03-01 00:00:00",NA,"JHU-17O-865",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0390, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 17000 28peak (flushed v6 last nigh), O2.yield, 369, O2.resid, 81, comments, 17000 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.1329130434783,0.0245403264339206,-45.8465362318841,0.011656328387397,NA,NA,NA,NA,-24.1356072096726,-45.8479138023023,-45.8465362318841,0.00491304347819721,0,0,1,-6.20242348981437,-11.7840648919255,-6.37512340774257,-12.1076274199384,-6.39553128838256,-12.1815218036428,0.0363122239408371,36.3122239408371
"848-880",868,NA,"Water","precipitaiton","OR ppt",2,8,"2013-03-01 00:00:00",NA,"JHU-17O-868",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0198, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 6500 28peak (flushed v6 last nigh), O2.yield, 359, O2.resid, 95, comments, 6500 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.8454782608696,0.0285335760401115,-41.6205942028986,0.0121924745842529,NA,NA,NA,NA,-21.8566733532383,-41.6237607657217,-41.6205942028986,1.7992753623188,0,0,1,-3.87295959686629,-7.40726030810723,-3.98079805801239,-7.6106461425304,-3.98874252515703,-7.63975489487699,0.0450480593380265,45.0480593380265
"848-880",869,NA,"Water","precipitaiton","OR ppt",2,9,"2013-03-02 00:00:00",NA,"JHU-17O-869",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0304, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, 15400 28peak (flushed v6 last nigh), O2.yield, 330, O2.resid, 85, comments, 15400 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.6785072463768,0.0216072041284204,-39.4151449275362,0.0105819982577503,NA,NA,NA,NA,-20.6791131933182,-39.4158266900681,-39.4151449275362,2.2054492753624,0,0,1,-2.66564176623585,-5.08360825481957,-2.73986374011605,-5.2231921041485,-2.7436240368108,-5.23688065813,0.0214489506818434,21.4489506818434
"848-880",871,NA,"Water","precipitaiton","CO02 8/26/97",1,1,"2013-03-02 00:00:00",NA,"JHU-17O-871",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NQ9129, replicate.set, NA, project, USNIP, flag_normalize, 0, flag notes, NA, comments, 8000 28peak (flushed v6 last nigh), O2.yield, 355, O2.resid, 101, comments, 8000 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.3289710144928,0.0215023740238502,-38.7914927536232,0.010599144233499,NA,NA,NA,NA,-20.3314865681895,-38.7928117005133,-38.7914927536232,3.0249420289855,0,0,1,-2.30967644117674,-4.4376666003193,-2.37398693730571,-4.55951442081643,-2.37680931203361,-4.56994071131247,0.0361193835393729,36.1193835393729
"848-880",872,NA,"Water","precipitaiton","WY95, 8/12/97",1,1,"2013-03-02 00:00:00",NA,"JHU-17O-872",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NQ8961, replicate.set, NA, project, USNIP, flag_normalize, 0, flag notes, NA, comments, 7600 28peak (flushed v6 last nigh), O2.yield, 334, O2.resid, 80, comments, 7600 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.1170579710145,0.0250868397993208,-42.070768115942,0.0120063034027186,NA,NA,NA,NA,-22.1168946872727,-42.0711155879046,-42.070768115942,3.2792753623188,0,0,1,-4.13065205586938,-7.83414406276162,-4.24566569081547,-8.04925111461615,-4.25470412123577,-8.08182123080633,0.0124974886299691,12.4974886299691
"848-880",874,NA,"WaterStd","SLAP","SLAP",1,2,"2013-03-02 00:00:00",NA,"JHU-17O-874",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, SLAP-130116, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, 6500 28peak (flushed v6 last nigh), O2.yield, 350, O2.resid, 93, comments, 6500 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.4332753623189,0.0249969904411869,-86.6598260869566,0.0103553858134446,NA,NA,NA,NA,-46.4332753623189,-86.6598260869566,-86.6598260869566,0.208318840579693,0,0,1,-28.8941227302849,-54.0168258254176,-29.6986489984964,-55.4999999999999,-30.1485845974224,-57.0995920405727,-3.5527136788005e-14,-3.5527136788005e-11
"848-880",877,NA,"Water","precipitaiton","OR ppt",3,12,"2013-03-03 00:00:00",NA,"JHU-17O-877",NA,NA,0,0,"session.name, Feb_2013, session.numeric, 2013_02, Reduction.ID, NA, CDW.num, NA, sample.descrip, NSW09-0379, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, low 28peak (flushed v6 last nigh), O2.yield, 329, O2.resid, 75, comments, low 28peak (flushed v6 last nigh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.3138405797102,0.0208606181091138,-38.7547246376812,0.0101066141097726,NA,NA,NA,NA,-20.3162584976048,-38.7547246376812,-38.7547246376812,2.7424492753623,0,0,1,-2.27535495144637,-4.36008400757071,-2.3387098020169,-4.47980159371579,-2.34144885518625,-4.48986597374029,0.0292003789486208,29.2003789486208
