"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,20,11
-55.5,0,0,0,6,10
24.74,25,15,-10,1,NA
-2.27,12,12,0,4,10
NA,NA,NA,NA,NA,NA
-19.8,40,20,-20,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-4.95,NA,-12,NA,3,10
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,0,48,2,3
-2.2,-102,-48,54,1,NA
NA,NA,NA,NA,NA,NA
