"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,6
-55.5,0,0,0,10,14
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-29.83,20,22,2,2,12
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-75,-8,10,16
-2.32,-100,-100,0,13,9
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
