"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,7
-55.5,0,0,0,5,2
NA,NA,NA,NA,NA,NA
-2.27,12,24,12,2,8
-29.83,20,17,-3,7,13
-19.8,40,20,-20,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-75,-8,10,12
-2.32,-100,-100,0,4,9
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.2,-102,-111,-9,5,9
NA,NA,NA,NA,NA,NA
