"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,9,14
-55.5,0,0,0,5,16
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,3,19
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-105,-5,2,10
-2.2,-155,-159,-4,1,NA
NA,NA,NA,NA,NA,NA
