"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,16,19
-55.5,0,0,0,13,11
24.74,25,9,-16,2,13
-2.27,12,28,16,3,17
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,44,18,3,21
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-49,18,2,6
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-50,-2,2,4
-2.2,-102,-68,34,2,27
NA,NA,NA,NA,NA,NA
