"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,5
-55.5,0,0,0,15,18
NA,NA,NA,NA,NA,NA
-2.27,12,18,6,1,NA
-29.83,20,4,-16,1,NA
-19.8,40,36,-4,14,19
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-49,18,2,4
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
