"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,13
-55.5,0,0,0,6,23
NA,NA,NA,NA,NA,NA
-2.27,12,26,14,4,17
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,27,1,2,10
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-100,0,2,21
-2.2,-155,-134,21,1,NA
NA,NA,NA,NA,NA,NA
