"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,9
-55.5,0,0,0,6,18
NA,NA,NA,NA,NA,NA
-2.27,12,19,7,4,13
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,22,-4,2,10
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-98,2,2,21
-2.2,-155,-128,27,1,NA
NA,NA,NA,NA,NA,NA
