"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,5
-55.5,0,0,0,4,12
NA,NA,NA,NA,NA,NA
-2.27,12,14,2,1,NA
NA,NA,NA,NA,NA,NA
-19.8,40,37,-3,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-4.95,NA,-6,NA,1,NA
NA,-67,-44,23,2,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-35,13,2,3
-2.2,-102,-90,12,5,2
NA,NA,NA,NA,NA,NA
