"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,18
-55.5,0,0,0,7,29
24.74,25,94,69,2,17
-2.27,12,14,2,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-72,-5,3,19
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-88,-40,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
