"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,12,5
-55.5,0,0,0,10,12
NA,NA,NA,NA,NA,NA
-2.27,12,11,-1,6,4
-29.83,20,23,3,6,6
-19.8,40,30,-10,2,4
-2.23,26,30,4,8,6
-50.55,NA,9,NA,5,9
-4.95,NA,-23,NA,4,7
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
