"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,7
-55.5,0,0,0,10,9
24.74,25,33,8,3,4
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-64,3,3,11
NA,NA,NA,NA,NA,NA
NA,NA,-230,NA,1,NA
-23.2,-48,-33,15,2,15
-2.2,-102,-109,-7,3,8
NA,NA,NA,NA,NA,NA
