"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,20,12
-55.5,0,0,0,6,11
24.74,25,13,-12,1,NA
-2.27,12,10,-2,4,10
NA,NA,NA,NA,NA,NA
-19.8,40,17,-23,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-4.95,NA,-14,NA,3,10
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,2,50,2,3
-2.2,-102,-44,58,1,NA
NA,NA,NA,NA,NA,NA
