"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,4,4
-55.5,0,0,0,4,8
NA,NA,NA,NA,NA,NA
-2.27,12,14,2,2,6
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,29,3,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
