"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","X33.mismatch.R2","X34.mismatch.R2","d.18O.prelim","test.d.18O.prelim","flag.d18O","flag","reactor.segment","d33.smow_ref","d34.smow_ref","d17O.slap","d18O.slap","dp17O.final","dp18O.final","D17O.final","D17O.per.meg","dp17O.final.2nd","dp18O.final.2nd","D17O.final.3rd","dp17O.final.2nd.type","dp18O.final.2nd.type","D17O.final.3rd.type"
"881-980",882,NA,"WaterStd","USGS46","USGS46",1,2,"2013-05-10 00:00:00",NA,"JHU-17O-882",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, USGS46-011713, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 333, O2.resid, 76, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.5534927536232,0.0259992212487481,-63.2077391304348,0.0107205851655378,NA,NA,NA,NA,-33.5365355160262,-63.2015539917981,-63.2077391304348,0.488014492753599,0,0,1,-15.7929860625072,-29.7540780730633,-16.2472208597673,-30.5799891930203,-16.380654207264,-31.057313317461,0.0176072243554835,17.6072243554835,-16.380654207264,-31.057313317461,17.6072243554835,"no correction","no correction","no correction"
"881-980",884,NA,"WaterStd","SLAP","SLAP",1,2,"2013-05-10 00:00:00",NA,"JHU-17O-884",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, SLAP-130116, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 210.4, O2.resid, 75, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.6507536231884,0.0263647524263546,-87.1072173913043,0.0129806072154918,NA,NA,NA,NA,-46.6538575676443,-87.1089299355675,-87.1072173913043,0.100565217391292,0,0,1,-29.1309369108401,-54.5070273526248,-29.9687952594336,-56.0200286930055,-30.4270381665111,-57.6503298975275,0.0123360193834579,12.3360193834579,-30.4270381665111,-57.6503298975275,12.3360193834579,"no correction","no correction","no correction"
"881-980",885,NA,"WaterStd","SLAP","SLAP",1,3,"2013-05-10 00:00:00",NA,"JHU-17O-885",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, SLAP-130116, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 330.4, O2.resid, 75, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.5204637681159,0.0213772692019737,-86.87,0.0101401937561263,NA,NA,NA,NA,-46.5143478564157,-86.87,-86.87,0.237217391304299,0,0,1,-28.9982527030275,-54.2613387233128,-29.8322948142104,-55.7675202600183,-30.2863304846853,-57.3828722453418,0.0118260608551317,11.8260608551317,-30.2863304846853,-57.3828722453418,11.8260608551317,"no correction","no correction","no correction"
"881-980",887,NA,"Water","LGR std","LGR#7",1,1,"2013-05-11 00:00:00",NA,"JHU-17O-887",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, LGR#7, replicate.set, NA, project, LGR, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 330, O2.resid, 120, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5968695652174,0.0226754032608791,-50.4022173913043,0.0108368510257106,NA,NA,NA,NA,-26.5968695652174,-50.4022173913043,-50.4022173913043,2.8382898550725,0,0,1,-8.70676444551199,-16.4893257010342,-8.95718671315949,-16.947034974487,-8.99754347954051,-17.092279283943,0.0271799823814103,27.1799823814103,-8.99754347954051,-17.092279283943,27.1799823814103,"no correction","no correction","no correction"
"881-980",888,NA,"Water","river","OR river 12/1/10",1,1,"2013-05-11 00:00:00",NA,"JHU-17O-888",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, DNSW10-0866, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, corrected sample ID, input into master datasheet incorrectly, O2.yield, 348, O2.resid, 110, comments, corrected sample ID, input into master datasheet incorrectly",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4636956521739,0.0243789351863121,-46.416884057971,0.00924270178204863,NA,NA,NA,NA,-24.4466612610687,-46.416884057971,-46.416884057971,3.9853333333333,0,0,1,-6.53438508474624,-12.3616645525372,-6.72232579921539,-12.7047985656311,-6.74502240445996,-12.7861946678754,0.00608838017824098,6.08838017824098,-6.74502240445996,-12.7861946678754,6.08838017824098,"no correction","no correction","no correction"
"881-980",889,NA,"Water","river","OR river 5/25/10",1,1,"2013-05-11 00:00:00",NA,"JHU-17O-889",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, DNSW10-0314, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, corrected sample ID, input into master datasheet incorrectly, O2.yield, 309, O2.resid, 110, comments, corrected sample ID, input into master datasheet incorrectly",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4691304347826,0.0221737212267919,-46.4789275362319,0.0106457929284704,NA,NA,NA,NA,-24.4684074468644,-46.4789275362319,-46.4789275362319,0.0620434782609038,0,0,1,-6.53991975282797,-12.4259237834009,-6.72801965434535,-12.7708414986549,-6.75075481101413,-12.8530896977757,0.0356765494114564,35.6765494114564,-6.75075481101413,-12.8530896977757,35.6765494114564,"no correction","no correction","no correction"
"881-980",892,NA,"Water","river","OR river 10/14/10",1,1,"2013-05-12 00:00:00",NA,"JHU-17O-892",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, DNSW-10-0701, replicate.set, NA, project, Willamette OR Water, EPA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 356, O2.resid, 85, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.613768115942,0.0258372422310122,-43.0039855072464,0.0102189166480362,NA,NA,NA,NA,-22.6058850068659,-43.0039855072464,-43.0039855072464,2.0586956521739,0,0,1,-4.64869496876963,-8.82493202794721,-4.78239983042818,-9.06989372620077,-4.79387209575133,-9.11127562194315,0.0168814326346496,16.8814326346496,-4.79387209575133,-9.11127562194315,16.8814326346496,"no correction","no correction","no correction"
"881-980",894,NA,"WaterStd","SMOW","SMOW",1,1,"2013-05-12 00:00:00",NA,"JHU-17O-894",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW-2-201, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 318, O2.resid, 101, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0267826086957,0.0240928776180462,-34.4504057971015,0.0101536994715344,NA,NA,NA,NA,-18.0267826086957,-34.4504057971015,-34.4504057971015,2.9923913043478,0,0,1,0.0226026839462712,0.034138252613003,0.0232527779512448,0.035085859269803,0.0232525076096932,0.0350852437753376,0.00472749889631494,4.72749889631494,0.0232525076096932,0.0350852437753376,4.72749889631494,"no correction","no correction","no correction"
"881-980",895,NA,"WaterStd","SMOW","SMOW",1,2,"2013-05-12 00:00:00",NA,"JHU-17O-895",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW-2-201, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 310, O2.resid, 87, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.1264057971014,0.0221985153455464,-34.6148985507246,0.00991307058670318,NA,NA,NA,NA,-18.1159002592328,-34.6110160397663,-34.6148985507246,0.164492753623094,0,0,1,-0.0788516514598214,-0.136229349534056,-0.081119567341765,-0.140010792009552,-0.0811228577118494,-0.140020594435451,-0.00719198384993117,-7.19198384993117,-0.0811228577118494,-0.140020594435451,-7.19198384993117,"no correction","no correction","no correction"
"881-980",896,NA,"WaterStd","SMOW","SMOW",1,3,"2013-05-12 00:00:00",NA,"JHU-17O-896",NA,NA,0,0,"session.name, May_2013, session.numeric, 2013_05, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW-2-201, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 368, O2.resid, 83, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0277391304348,0.0255317865172445,-34.4431739130435,0.00871941127555844,NA,NA,NA,NA,-18.0251258411746,-34.4431739130435,-34.4431739130435,0.171724637681095,0,0,1,0.0216285806386995,0.0416284229629582,0.0222506576735654,0.0427839411190562,0.0222504101312612,0.0427830259123019,-0.000339027550434211,-0.339027550434211,0.0222504101312612,0.0427830259123019,-0.339027550434211,"no correction","no correction","no correction"
