"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,6,5
-55.5,0,0,0,4,9
NA,NA,NA,NA,NA,NA
-2.27,12,13,1,6,5
NA,NA,NA,NA,NA,NA
-19.8,40,43,3,3,3
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,2,1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.2,-155,-160,-5,4,4
NA,NA,NA,NA,NA,NA
