"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,6,8
-55.5,0,0,0,2,5
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-104,10,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-134,-34,1,NA
-2.2,-155,-173,-18,3,5
NA,NA,NA,NA,NA,NA
