"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,27
-55.5,0,0,0,3,2
24.74,25,15,-10,2,14
-2.27,12,8,-4,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,47,21,2,29
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-51,-3,1,NA
-2.2,-102,-58,44,1,NA
NA,NA,NA,NA,NA,NA
