"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,13,8
-55.5,0,0,0,9,16
NA,NA,NA,NA,NA,NA
-2.27,12,10,-2,7,6
-29.83,20,30,10,1,NA
-19.8,40,40,0,1,NA
-2.23,26,28,2,2,2
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,3,12
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-126,-26,7,15
-2.2,-155,-170,-15,6,9
NA,NA,NA,NA,NA,NA
