"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,8
-55.5,0,0,0,10,7
NA,NA,NA,NA,NA,NA
-2.27,12,38,26,2,6
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,40,14,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-46,21,2,6
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-51,-3,1,NA
-2.2,-102,-84,18,1,NA
NA,NA,NA,NA,NA,NA
