"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,5
-55.5,0,0,0,10,12
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-29.83,20,18,-2,1,NA
-19.8,40,46,6,1,NA
-2.23,26,-31,-57,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
