"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,10,11
-55.5,0,0,0,7,23
NA,NA,NA,NA,NA,NA
-2.27,12,29,17,3,23
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-71,43,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-84,16,2,18
-2.2,-155,-129,26,2,14
NA,NA,NA,NA,NA,NA
