"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,8
-55.5,0,0,0,10,23
NA,NA,NA,NA,NA,NA
-2.27,12,12,0,2,7
NA,NA,NA,NA,NA,NA
-19.8,40,42,2,2,1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-96,-29,7,14
NA,NA,NA,NA,NA,NA
NA,NA,-245,NA,4,25
-23.2,-48,-67,-19,4,31
-2.2,-102,-109,-7,4,33
NA,NA,NA,NA,NA,NA
