"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,4,4
-55.5,0,0,0,4,5
NA,NA,NA,NA,NA,NA
-2.27,12,20,8,4,14
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-114,-114,0,2,23
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-100,-121,-21,2,2
-2.2,-155,-167,-12,1,NA
NA,NA,NA,NA,NA,NA
