"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,8,27
-55.5,0,0,0,3,2
24.74,25,17,-8,2,14
-2.27,12,12,0,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,42,16,2,29
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-51,-3,1,NA
-2.2,-102,-52,50,1,NA
NA,NA,NA,NA,NA,NA
