"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,10
-55.5,0,0,0,17,14
NA,NA,NA,NA,NA,NA
-2.27,12,22,10,6,7
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-74,-7,6,20
-2.32,-100,-100,0,8,12
NA,NA,-228,NA,5,14
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
