"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","X33.mismatch.R2","X34.mismatch.R2","d.18O.prelim","test.d.18O.prelim","flag.d18O","flag","reactor.segment","d33.smow_ref","d34.smow_ref","d17O.slap","d18O.slap","dp17O.SMOWSLAP","dp18O.SMOWSLAP","D17O.SMOWSLAP","D17O.SMOWSLAP.per.meg","dp17O.SMOWSLAP.CO2norm","dp18O.SMOWSLAP.CO2norm","D17O.SMOWSLAP.per.meg.carbNorm","dp17O.SMOWSLAP.CO2norm.type","dp18O.SMOWSLAP.CO2norm.type","D17O.SMOWSLAP.per.meg.carbNorm.type"
26,4580,"ksa","WaterStd","SMOW","SMOW",1,"2","2023-02-17 13:20:49","Data_2424","IPL-17O-4580","Data_2424 IPL-17O-4580 VSMOW2-B7-R26-2",0,0,0,"",2.5,-0.0500283601564622,-0.0500301215532366,0.00511348119808645,-0.021000182296177,-0.0210004472447457,0.00150962125472168,-0.0389418854080108,0.00522195395523885,-10.244509908103,0.00506134930029373,-19.9166913479331,0.00147958566570783,-32.284342299856,0.138542950891463,150.337265986078,0.0727727896277992,0.0288284299460501,0.0353039232377387,0.00904006306017157,0.152455156184376,0,0,1,-0.0212065283579088,-0.0334513191474484,-0.0217353280271053,-0.0342577185379396,-0.0217355642427377,-0.0342583053469749,-0.00364717901953495,-3.64717901953495,-0.0217355642427377,-0.0342583053469749,-3.64717901953495,"no correction","no correction","no correction"
26,4581,"ksa","WaterStd","SMOW","SMOW",1,"3","2023-02-17 15:39:29","Data_2425","IPL-17O-4581","Data_2425 IPL-17O-4581 VSMOW2-B7-R26-3",0,0,0,"",2.5,-0.00703334660051569,-0.00703384185147312,0.00491207673027493,0.0649168973871073,0.0649147557698002,0.00133226853886774,-0.0413088328979276,0.00491692556411195,-10.2019532283485,0.00486199814933854,-19.8324836838311,0.0013057615788167,-31.7254636517262,0.144252289564955,142.157390731111,0.0638647345615474,0.103204198089288,0.0969189053083991,0.0971189320426161,0.0880788689824445,0,0,1,0.021843735389826,0.0525846310523992,0.0223884242636108,0.053852270580842,0.0223881736465786,0.0538508205993893,-0.00604505962989893,-6.04505962989893,0.0223881736465786,0.0538508205993893,-6.04505962989893,"no correction","no correction","no correction"
26,4582,"ksa","WaterStd","SMOW","SMOW",1,"4","2023-02-17 17:29:58","Data_2426","IPL-17O-4582","Data_2426 IPL-17O-4582 VSMOW2-B7-R26-4",0,0,0,"",2.5,-0.0165685820494921,-0.0165690966886675,0.00439912296017214,0.038289494107091,0.0382887062641183,0.00167673490882767,-0.0367855335961219,0.00461782389833584,-10.2113912521523,0.0043542739386034,-19.8585813053934,0.00164337440833659,-32.0114965398822,0.141711078628556,140.739496157063,0.0791186674431119,0.0645952399056182,0.0536792078911892,0.0698223770557388,0.0272965549868773,0,0,1,0.0123512576546414,0.0260531166174083,0.0126592449334502,0.0266811700961985,0.0126591648058679,0.0266808141601001,-0.00142830507066491,-1.42830507066491,0.0126591648058679,0.0266808141601001,-1.42830507066491,"no correction","no correction","no correction"
26,4584,"ksa","WaterStd","SLAP","SLAP",1,"2","2023-02-20 14:16:37","Data_2428","IPL-17O-4584","Data_2428 IPL-17O-4584 SLAP2-B8-R26-2",0,0,0,"",2.5,-28.7459771029476,-29.1672359223591,0.00549634563235196,-53.6983216252312,-55.1938619475779,0.00215690964161255,-0.0248768140379795,0.00530751834602163,-38.6479036948902,0.00544031043487369,-72.5260429532797,0.0021139955323075,-107.365359873178,0.158718920069888,46.4838298858655,0.137915589312023,0.43705603949149,0.803474124603788,-56.5934162007486,0.239542490080396,0,0,1,-28.7163269795478,-53.706522998476,-29.4323887484068,-55.0012075883565,-29.8742123889547,-56.5716293604875,-0.00439208661730817,-4.39208661730817,-29.8742123889547,-56.5716293604875,-4.39208661730817,"no correction","no correction","no correction"
26,4585,"ksa","WaterStd","SLAP","SLAP",1,"3","2023-02-20 16:06:25","Data_2429","IPL-17O-4585","Data_2429 IPL-17O-4585 SLAP2-B8-R26-3",0,0,0,"",2.5,-28.7807460191983,-29.2030345341825,0.00538657674594427,-53.7657926368637,-55.2651641269012,0.00149138244363447,-0.0230278751786564,0.00560510193069051,-38.6823181423322,0.00533166064133951,-72.5921715543111,0.00146170973599457,-107.75842366951,0.150139182970479,50.2089965019932,0.0624517726994302,0.0585550524515623,0.0718279177916008,-56.6666188165692,0.0732026158205983,0,0,1,-28.7510554203423,-53.7739035647893,-29.4679831672479,-55.0702124746963,-29.9108868783319,-56.644653163718,-0.00251000788879807,-2.51000788879807,-29.9108868783319,-56.644653163718,-2.51000788879807,"no correction","no correction","no correction"
26,4586,"ksa","WaterStd","SLAP","SLAP",1,"4","2023-02-21 09:58:14","Data_2430","IPL-17O-4586","Data_2430 IPL-17O-4586 SLAP2-B8-R26-4",0,0,0,"",2.5,-29.0074320326813,-29.4364654314489,0.0058701599688645,-54.1928393284731,-55.7165780760342,0.0036840607324064,-0.0181122073028619,0.00563591481192701,-38.9066930938149,0.00581031373736946,-73.0107216784016,0.00361076225855787,-108.434353754304,0.159005810352275,38.6977130171289,0.0599186495499552,0.101112519815221,0.0933843640546172,-57.1300670901859,0.463448273616699,0,0,1,-28.9773429945065,-54.2000698136855,-29.6999133809023,-55.506652166079,-30.1498876804578,-57.1066351210439,0.00241566345342292,2.41566345342292,-30.1498876804578,-57.1066351210439,2.41566345342292,"no correction","no correction","no correction"
26,4587,"ksa","Water","Ben's Waters","US22-UT-016",1,"1","2023-02-21 13:11:45","Data_2431","IPL-17O-4587","Data_2431 IPL-17O-4587 US22-UT-016-R26-1",0,0,2,"",2.5,-8.53127442986906,-8.56787444644359,0.00440666203412956,-16.0971524869584,-16.2281190485587,0.00144632271579611,0.000572411195403166,0.00476995231118945,-18.6392897454905,0.00436173615176576,-35.6729907742413,0.0014175465214107,-55.4122332090632,0.151773630817017,113.323453532155,0.0739693577530925,0.0708768172180318,0.0681177667703743,-16.6096645553332,40.5204025348527,0,0,1,-8.50047614527893,-16.1045095256688,-8.71244148433735,-16.4927353713646,-8.75061669725734,-16.6302546743193,0.0301577707832443,30.1577707832443,-8.75061669725734,-16.6302546743193,30.1577707832443,"no correction","no correction","no correction"
26,4588,"ksa","Water","Ben's Waters","US22-UT-016",1,"2","2023-02-21 16:00:53","Data_2432","IPL-17O-4588","Data_2432 IPL-17O-4588 US22-UT-016-R26-2",0,0,0,"",2.5,-8.52327099628357,-8.5598021604735,0.00430280291842439,-16.094742944925,-16.2256701020708,0.00166766454540934,0.00735165341986321,0.00424690052523432,-18.6313679068431,0.0042589358788731,-35.6706291727188,0.00163448450985872,-55.6167177016982,0.138723734975279,102.659500325333,0.0643401578876292,7.43579454040694e-05,3.27235967338232e-06,-16.6071528845045,0.00251167082869941,0,0,1,-8.49240714606148,-16.1019560715286,-8.70417127896087,-16.490120361988,-8.74227383972125,-16.627595816582,0.037096751434051,37.096751434051,-8.74227383972125,-16.627595816582,37.096751434051,"no correction","no correction","no correction"
26,4589,"ksa","Water","Ben's Waters","US22-WY-015",1,"1","2023-02-22 10:00:37","Data_2433","IPL-17O-4589","Data_2433 IPL-17O-4589 US22-WY-015-R26-1",0,0,0,"",2.5,-8.20155973772767,-8.23537822792918,0.00579733896570658,-15.4641996093502,-15.5850176007384,0.00186256049325978,-0.00648893473930947,0.00576840822710145,-18.3129364918615,0.00573823514372584,-35.05263119607,0.00182550278669061,-54.9121176736326,0.14065190641643,129.229478477859,0.0771882966526907,0.000677245832241483,0.000323207849544007,-15.9501006079877,0.657052276516801,0,0,1,-8.17026875890392,-15.4704979305936,-8.37400014501472,-15.8434398778704,-8.40925906098489,-15.9702887706991,0.0230534099442163,23.0534099442163,-8.40925906098489,-15.9702887706991,23.0534099442163,"no correction","no correction","no correction"
26,4590,"ksa","Water","Ben's Waters","US22-WY-015",1,"2","2023-02-22 11:51:05","Data_2434","IPL-17O-4590","Data_2434 IPL-17O-4590 US22-WY-015-R26-2",0,0,0,"",2.5,-8.19885313182356,-8.23264894889811,0.00432826085367121,-15.4700299919418,-15.5909395605602,0.0015937357564323,-0.000632860922308787,0.00425904446152277,-18.3102574797818,0.00428413427068399,-35.0583455767341,0.0015620266161254,-55.4813154384774,0.161655022139391,100.476617304394,0.056569625144218,0.00027619290489313,0.00174296688302835,-15.9561741310974,0.00607352310970022,0,0,1,-8.16751939286653,-15.476234210398,-8.37118222160544,-15.8493144401897,-8.40641734504983,-15.9762579224483,0.0290468380028717,29.0468380028717,-8.40641734504983,-15.9762579224483,29.0468380028717,"no correction","no correction","no correction"
