"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,6,6,17,19
-55.5,0,6,6,10,22
24.74,25,111,86,2,16
-2.27,12,44,32,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-71,-4,3,15
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-86,-38,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
