"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,11,5
-55.5,0,0,0,10,13
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-29.83,20,21,1,2,12
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-75,-8,10,16
-2.32,-100,-100,0,13,10
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
