"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,1,1,17,16
-55.5,0,1,1,10,24
24.74,25,98,73,2,16
-2.27,12,18,6,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-78,-11,3,16
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-23.2,-48,-93,-45,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
