"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,24,10
-55.5,0,0,0,21,16
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-29.83,20,17,-3,8,7
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-67,-68,-1,7,5
-2.32,-100,-102,-2,5,8
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,-100,-97,3,4,12
