"d18O.accept","D17O.accept","avg.D17O","avg.D17O.resid","n","SD"
0,0,0,0,4,4
-55.5,0,0,0,4,7
NA,NA,NA,NA,NA,NA
-2.27,12,15,3,2,9
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-2.23,26,32,6,1,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
