"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","33.mismatch.R2","34.mismatch.R2","d.18O.prelim"
17,"2696","nmellis","CarbonateStd","102-GC-AZ01","102-GC-AZ01",2,"10",2021-02-18 16:59:06,"Data_530","IPL-17O-2696","Data_530 IPL-17O-2696 102-GC-AZ01-R17-10",0,0,0,,2.4,11.0489930423392,10.9883986006661,0.00359143300843196,21.3230771252368,21.0989211473877,0.00133303983814692,-0.151831765154674,0.00345432206364725,0.741357064574072,0.00355481837912701,1.00272187125037,0.001306517532241,-7.23778860422317,0.167347590188612,1633.78429845513,0.736800717240413,0.0466637592966319,0.0354058024558647,22.2440298543481
17,"2697","nmellis","CarbonateStd","102-GC-AZ01","102-GC-AZ01",2,"11",2021-02-18 21:18:28,"Data_531","IPL-17O-2697","Data_531 IPL-17O-2697 102-GC-AZ01-R17-11",0,0,0,,2.4,11.3913122399232,11.3269195368384,0.0036507062668172,21.968688280204,21.7308535838199,0.00142186325120713,-0.146971155418544,0.00364622789385617,1.0801863208188,0.00361348734714186,1.63548787631484,0.00139357370499424,-5.74463993643259,0.154697991733086,631.369165625242,0.471810166232215,0.0230720981235159,0.02570581755728,22.9080039325031
17,"2698","nmellis","CarbonateStd","IAEA-C1","IAEA-C1",1,"1",2021-02-19 18:51:11,"Data_532","IPL-17O-2698","Data_532 IPL-17O-2698 IAEA-C1-R17-1",0,0,0,"Sample maxed out bellows; had to send some to waste",2.4,16.9154598117589,16.7739862714279,0.00406112983977603,32.6508850055767,32.1291706894609,0.00216163075627412,-0.190215852607481,0.00376657434400056,6.54801525463618,0.00401972665522656,12.105150451413,0.00211862271515563,15.9560580464264,0.181001909062197,851.622921631245,0.410002745843745,0.0889463227008785,0.0947095339686316,33.8305163319278
17,"2699","nmellis","CarbonateStd","IAEA-603","IAEA-603",1,"1",2021-02-21 14:38:21,"Data_533","IPL-17O-2699","Data_533 IPL-17O-2699 IAEA-603-R17-1",0,0,0,,2.4,17.049599636646,16.9058862433964,0.00301433966043336,32.8989848905702,32.369397169994,0.0021422205019823,-0.185155462360371,0.00310442170504441,6.68078752513714,0.00298360849295729,12.3483141140549,0.00209959864939764,15.4005007271239,0.180455835966843,888.909381537858,0.915705062982118,0.0732412532026097,0.083499220933127,34.082785469388
17,"2700","nmellis","CarbonateStd","IAEA-603","IAEA-603",1,"2",2021-02-22 12:52:34,"Data_534","IPL-17O-2700","Data_534 IPL-17O-2700 IAEA-603-R17-2",0,0,0,,2.4,17.0886238435167,16.9442553781129,0.00408115494768329,32.9872001668562,32.4547990670475,0.00183165940444743,-0.191878529288231,0.00389588549520041,6.71941388054709,0.00403954760732631,12.4347742495895,0.00179521650930885,15.6064914589923,0.137582837456416,959.330362873159,0.534956321565285,0.0878659955716917,0.102457338357134,34.1724678452741
17,"2701","nmellis","PhosphateStd","USGS81","USGS81",1,"1",2021-02-22 15:25:26,"Data_535","IPL-17O-2701","Data_535 IPL-17O-2701 USGS81-R17-1",0,1,0,"Transfer to T3 may have been incomplete, found high phosphate blank after IPL-17O-2703)",2.4,15.430245508676,15.3124096968169,0.00310899932237343,30.15411765078,29.7084198092321,0.00119424327873755,-0.373635962457676,0.00299993013070801,5.07794269887761,0.00307730310043863,9.65805905202398,0.00117048248430458,12.2982883996719,0.136228200264023,1017.10175618946,0.218369174779548,0.0578611341010541,0.068501536335117,31.2882423773953
17,"2702","nmellis","PhosphateStd","USGS81","USGS81",1,"2",2021-02-22 18:06:59,"Data_536","IPL-17O-2702","Data_536 IPL-17O-2702 USGS81-R17-2",0,1,0,"Found high phosphate blank after IPL-17O-2703)",2.4,15.1747733484972,15.0607878340164,0.00416215079446027,29.6958484505626,29.2634658318409,0.00139451897079108,-0.390322125195615,0.00400493129178137,4.8250750752224,0.00411971770212794,9.20890762575972,0.00136677346936398,11.974275449014,0.127195774071906,937.470655026001,0.176705648297352,0.200817951253621,0.22162357321334,30.8209178455
17,"2703","nmellis","PhosphateStd","USGS81","USGS81",1,"3",2021-02-23 12:46:39,"Data_537","IPL-17O-2703","Data_537 IPL-17O-2703 USGS81-R17-3",0,1,0,"Found high phosphate blank after IPL-17O-2703)",2.4,14.2552823064706,14.1546309579395,0.00343827055515577,27.9154453473807,27.532912001043,0.00149911213023069,-0.382746578611193,0.00359582677672897,3.91495823663325,0.00340321741577578,7.46392761676049,0.00146928563190363,8.57246441854319,0.143702153076129,1013.2622013652,0.33563604289277,0.046729246869753,0.0591463593709801,29.0032589992106
17,"2704","jrk","CarbonateStd","IAEA-C1","IAEA-C1",2,"2",2021-02-25 14:20:18,"Data_538","IPL-17O-2704","Data_538 IPL-17O-2704 IAEA-C1-R17-2",0,0,0,"sample nearly maxed out bellows",2.4,16.7847021822329,16.6453954041617,0.00408679098734604,32.3953696594716,31.881703784657,0.00151353850830645,-0.18814419413722,0.00408752270991576,6.41859069804309,0.00404512618761515,11.854718866482,0.00148342498118731,15.3025389618973,0.164003904821203,878.60120739372,0.238291193549258,0.00075517719366315,0.00107057394198617,33.5706405800505
17,"2705","jrk","Carbonate","cc-w","ScottCreek-Shell",1,"1",2021-02-25 17:36:04,"Data_539","IPL-17O-2705","Data_539 IPL-17O-2705 ScottCreek-Shell-R17-1",0,0,0,,2.4,18.7212266081548,18.5481411483184,0.00330737058520416,36.1149109255383,35.4780555476291,0.00106293288304291,-0.184272180829729,0.00326970779160849,8.33537227373533,0.00327365196991642,15.5002557341353,0.0010417846545555,20.9910265105269,0.158985443840268,1139.54289278101,0.110010484586277,0.0648587639404629,0.074439327022687,37.3470084856562
17,"2706","jrk","Carbonate","cc-w","ScottCreek-Shell",1,"2",2021-02-26 13:04:48,"Data_540","IPL-17O-2706","Data_540 IPL-17O-2706 ScottCreek-Shell-R17-2",0,0,0,"Sample maxed out bellows; had to send some to waste",2.4,18.5493758599867,18.3794341671285,0.00425959937725111,35.7923024567577,35.1666434493682,0.0013871997629657,-0.188553574137943,0.00416909891386178,8.16527354249901,0.00421617279743803,15.1840659186099,0.00135959988529553,19.7940016464808,0.173402151158727,845.512802636784,0.508890745285445,0.0244945351650533,0.016323788363757,37.02003547203
17,"2707","jrk","Carbonate","cc-w","SanSimeon-Shell",1,"1",2021-02-26 16:21:21,"Data_541","IPL-17O-2707","Data_541 IPL-17O-2707 SanSimeon-Shell-R17-1",0,0,0,,2.4,18.9968695475585,18.8186818580944,0.00396277168923936,36.6449393157875,35.9894784111859,0.00134524921988797,-0.183762743011804,0.00382352638537768,8.60820503569089,0.00392237126520756,16.0197386217657,0.00131848399479257,21.1799317261488,0.155418029399661,1018.47302451336,0.0894873179486525,0.0440104879551005,0.027255430647667,37.8839755808407
17,"2708","jrk","Carbonate","cc-w","SanSimeon-Shell",1,"2",2021-02-26 19:07:38,"Data_542","IPL-17O-2708","Data_542 IPL-17O-2708 SanSimeon-Shell-R17-2",0,0,0,"Sample was mislabled on mass spec run (labeled as ScottCreek, changed all output files to be SanSimeon)",2.4,19.0954015242388,18.9153722363002,0.00409612554468935,36.8084751615607,36.1472208970898,0.00130757144788938,-0.170360397363214,0.00411572231036124,8.70573247969797,0.0040543655792239,16.180020740528,0.0012815558638508,21.4999699808448,0.146233766544674,994.012875404418,0.337029565490243,0.0220486107800842,0.009106543287158,38.0495941172154
17,"2709","jrk","CarbonateStd","IAEA-603","IAEA-603",2,"3",2021-02-27 17:06:56,"Data_543","IPL-17O-2709","Data_543 IPL-17O-2709 IAEA-603-R17-3",0,0,0,,2.4,17.0593407109396,16.9154638384654,0.0040380375984532,32.922892895998,32.3925434719348,0.00111802133006991,-0.187799114716204,0.00403853903984736,6.69042928926024,0.00399686983911033,12.371746443201,0.00109577705583773,15.250826935304,0.130140167326753,1087.94080597863,0.120021127153312,0.000818348620851126,0.0036558115342259,34.1070918810293
17,"2710","jrk","Carbonate","Atacama","PDJ 4055b-115a",1,"1",2021-02-27 21:37:45,"Data_544","IPL-17O-2710","Data_544 IPL-17O-2710 PDJ 4055b-115a-R17-1",0,0,0,"surprising value",2.4,15.8591595067307,15.734716811516,0.00327797888679216,30.5811081875439,30.1228258205419,0.00140276344132129,-0.170135221730122,0.00335874887812582,5.50248392233069,0.00324455991962209,10.0765541385318,0.0013748539070089,12.0252125726366,0.145789046355349,2100.23611517068,0.881077838328688,0.0315531628308933,0.0337737924947072,31.7234737299612
17,"2710","jrk","Carbonate","Julia's samples","PDJ 4055b-115a",0,"1",2021-02-28 10:33:21,"Data_545","IPL-17O-2710","Data_545 IPL-17O-2710 PDJ 4055b-115a-R17-1",0,0,0,"MS re-run of the same gas don't need to include on final reactor spredsheet",2.4,15.8668875899768,15.7423240636363,0.00440772409502169,30.5894506454899,30.130920696896,0.00137330341137945,-0.166802064324759,0.00420067778931928,5.5101332178331,0.0043627873849571,10.0847306140252,0.00134598001703285,12.7858530375304,0.167624180914141,2108.94295128194,0.84250787541041,0.000236951311778159,0.00321940578421956,31.7319753090041
17,"2711","jrk","Carbonate","Julia's samples","PDJ 4055b-115a",1,"2",2021-02-28 17:09:44,"Data_546","IPL-17O-2711","Data_546 IPL-17O-2711 PDJ 4055b-115a-R17-2",0,0,0,,2.4,14.9834346877886,14.8722915130255,0.00425624531495554,28.8880741899276,28.4786794516793,0.00157736466697846,-0.164451237461122,0.00427951526722937,4.63568711054997,0.00421285292978088,8.4172049298516,0.00154598124765381,9.41143669921483,0.12075621136785,1005.83235819128,0.0997887543012662,0.00146774124565836,0.00438005966927283,29.9966499634357
17,"2712","nme","Carbonate","Julia's samples","LC-2",1,"1",2021-03-01 15:39:27,"Data_547","IPL-17O-2712","Data_547 IPL-17O-2712 LC-2-R17-1",0,0,0,,2.4,14.901093535186,14.79116254907,0.00461787259256373,28.7473260522185,28.341873722022,0.0018570445865024,-0.173346776157589,0.00463042388281395,4.55418542530538,0.00457079342033752,8.27925713243016,0.00182009662501669,8.55724021452966,0.15521234300729,887.253883109249,0.34276464644997,0.0971477413726041,0.109362937759,29.852958414558
17,"2713","nme","Carbonate","Julia's samples","LC-2",1,"2",2021-03-01 15:36:26,"Data_549","IPL-17O-2713","Data_549 IPL-17O-2713 LC-2-R17-2",0,0,0,,2.4,15.408051960354,15.2905531402387,0.00325420041947634,29.7156639279037,29.2827096687806,0.00113747646156953,-0.170717564877432,0.00313424028326896,5.05597541359397,0.00322102387357616,9.22832885220394,0.00111484510591592,10.4141310384385,0.159139241428834,716.319118614417,0.304348254856262,6.08058250835313e-05,0.000406934519386379,30.8411293918461
17,"2714","nrp","Carbonate","Julia's samples","MOJ-righthand-100x2",1,"1",2021-03-01 19:01:28,"Data_550","IPL-17O-2714","Data_550 IPL-17O-2714 MOJ-righthand-100x2-R17-1",0,0,0,,2.4,15.7719226726214,15.6488381445551,0.00365617609831434,30.4524961784406,29.99802241254,0.00139588999196086,-0.190117689266044,0.00348511160821495,5.41613646701121,0.00361890141375096,9.95050100797869,0.00136811721254772,10.8387192038087,0.136851281956086,885.410025929992,0.119941381389233,0.0297578325285935,0.0331822206069437,31.5923994738296
